Subject number,Word recall result day 1,Study words
3,0,'עגלה'
3,0,'מלתחה'
3,0,'מכולת'
3,1,'כיסא'
3,1,'מכללה'
3,1,'תירס'
3,0,'מדרכה'
3,0,'חמאה'
3,0,'דיג'
3,0,'שמפו'
3,0,'ארון'
3,1,'דגן'
3,0,'דגל'
3,0,'שדכן'
3,0,'מדשאה'
3,0,'גבעה'
3,1,'רמקול'
3,1,'עציץ'
3,0,'שלט'
3,1,'מכנס'
3,0,'קלסר'
3,1,'כתר'
3,0,'מכתבה'
3,1,'כובע'
3,1,'בלון'
3,0,'מחק'
3,0,'מקלדת'
3,1,'חליל'
3,1,'מדבקה'
3,0,'ביצה'
3,0,'דפדפת'
3,0,'שליח'
4,1,'קלסר'
4,1,'מלתחה'
4,1,'תירס'
4,0,'מכנס'
4,0,'מכולת'
4,1,'מדרכה'
4,1,'מדשאה'
4,1,'דגל'
4,0,'שליח'
4,0,'כיסא'
4,0,'מחק'
4,0,'דגן'
4,0,'מקלדת'
4,0,'ביצה'
4,0,'שמפו'
4,0,'בלון'
4,0,'רמקול'
4,0,'חמאה'
4,0,'עגלה'
4,0,'שלט'
4,0,'דפדפת'
4,0,'עציץ'
4,0,'כתר'
4,0,'כובע'
4,0,'גבעה'
4,1,'מכתבה'
4,0,'ארון'
4,0,'חליל'
4,0,'דיג'
4,0,'מדבקה'
4,0,'מכללה'
4,0,'שדכן'
5,1,'גבעה'
5,0,'דיג'
5,0,'מדבקה'
5,0,'מדרכה'
5,0,'מכללה'
5,0,'חמאה'
5,0,'דגל'
5,1,'שדכן'
5,0,'ביצה'
5,0,'כובע'
5,0,'שמפו'
5,0,'מכתבה'
5,0,'תירס'
5,1,'דפדפת'
5,0,'כתר'
5,0,'עגלה'
5,1,'חליל'
5,0,'שליח'
5,1,'מדשאה'
5,1,'מקלדת'
5,1,'מחק'
5,0,'דגן'
5,0,'שלט'
5,0,'כיסא'
5,0,'מלתחה'
5,0,'עציץ'
5,1,'קלסר'
5,1,'מכולת'
5,0,'מכנס'
5,0,'בלון'
5,0,'רמקול'
5,0,'ארון'
6,1,'ביצה'
6,1,'דיג'
6,1,'עגלה'
6,0,'שליח'
6,1,'מכולת'
6,1,'מכתבה'
6,0,'חליל'
6,0,'עציץ'
6,0,'קלסר'
6,1,'כיסא'
6,0,'מדרכה'
6,1,'מדשאה'
6,0,'דגן'
6,0,'גבעה'
6,0,'מכללה'
6,0,'דגל'
6,1,'תירס'
6,1,'מדבקה'
6,1,'בלון'
6,0,'כובע'
6,0,'שדכן'
6,0,'מלתחה'
6,0,'רמקול'
6,1,'חמאה'
6,0,'ארון'
6,0,'מחק'
6,0,'כתר'
6,0,'דפדפת'
6,0,'מכנס'
6,0,'שמפו'
6,0,'שלט'
6,1,'מקלדת'
7,1,'שמפו'
7,1,'מקלדת'
7,1,'תירס'
7,0,'כובע'
7,0,'כתר'
7,1,'מכולת'
7,0,'עגלה'
7,1,'בלון'
7,0,'שלט'
7,1,'ביצה'
7,1,'מכתבה'
7,1,'שדכן'
7,1,'שליח'
7,0,'מדשאה'
7,0,'דיג'
7,0,'רמקול'
7,1,'מלתחה'
7,1,'ארון'
7,0,'חליל'
7,1,'גבעה'
7,1,'מדרכה'
7,1,'עציץ'
7,0,'חמאה'
7,1,'דגן'
7,0,'מחק'
7,0,'מדבקה'
7,1,'דפדפת'
7,0,'קלסר'
7,0,'כיסא'
7,0,'דגל'
7,0,'מכנס'
7,1,'מכללה'
8,0,'עציץ'
8,0,'רמקול'
8,1,'חמאה'
8,0,'עגלה'
8,0,'חליל'
8,0,'כיסא'
8,0,'דפדפת'
8,1,'ארון'
8,1,'בלון'
8,1,'שדכן'
8,1,'דגל'
8,0,'מקלדת'
8,0,'דגן'
8,0,'מכולת'
8,0,'דיג'
8,1,'מכתבה'
8,1,'מלתחה'
8,1,'מכנס'
8,0,'מכללה'
8,1,'מדשאה'
8,1,'מחק'
8,0,'ביצה'
8,0,'קלסר'
8,0,'כתר'
8,1,'כובע'
8,0,'מדרכה'
8,0,'גבעה'
8,0,'מדבקה'
8,1,'תירס'
8,0,'שמפו'
8,1,'שלט'
8,0,'שליח'
9,1,'מכתבה'
9,1,'שדכן'
9,0,'שליח'
9,0,'עציץ'
9,1,'שלט'
9,1,'מקלדת'
9,1,'מחק'
9,1,'מכנס'
9,0,'כובע'
9,0,'חליל'
9,1,'דגן'
9,1,'מדשאה'
9,0,'ארון'
9,1,'מדרכה'
9,0,'גבעה'
9,0,'מכולת'
9,0,'רמקול'
9,0,'מכללה'
9,1,'דפדפת'
9,0,'מדבקה'
9,1,'דיג'
9,1,'כתר'
9,1,'עגלה'
9,1,'קלסר'
9,1,'בלון'
9,0,'דגל'
9,0,'שמפו'
9,0,'מלתחה'
9,1,'ביצה'
9,0,'כיסא'
9,0,'תירס'
9,0,'חמאה'
10,1,'שדכן'
10,0,'תירס'
10,1,'עציץ'
10,1,'דגל'
10,0,'שליח'
10,1,'מכללה'
10,1,'דיג'
10,1,'דגן'
10,1,'דפדפת'
10,1,'מכולת'
10,0,'מדרכה'
10,1,'כובע'
10,0,'גבעה'
10,1,'מלתחה'
10,1,'מכנס'
10,1,'ביצה'
10,0,'שלט'
10,0,'כיסא'
10,0,'חמאה'
10,0,'שמפו'
10,0,'כתר'
10,0,'מדבקה'
10,1,'מדשאה'
10,0,'רמקול'
10,1,'מכתבה'
10,0,'קלסר'
10,0,'עגלה'
10,0,'מחק'
10,1,'ארון'
10,0,'מקלדת'
10,0,'חליל'
10,0,'בלון'
11,1,'תירס'
11,1,'מכללה'
11,0,'שלט'
11,0,'דיג'
11,0,'רמקול'
11,1,'חמאה'
11,0,'דפדפת'
11,0,'שמפו'
11,1,'ארון'
11,0,'קלסר'
11,0,'גבעה'
11,0,'מכתבה'
11,0,'מדבקה'
11,0,'מכנס'
11,0,'כיסא'
11,0,'כתר'
11,1,'שדכן'
11,1,'מקלדת'
11,1,'מלתחה'
11,0,'מדרכה'
11,1,'מדשאה'
11,1,'בלון'
11,0,'דגל'
11,0,'ביצה'
11,0,'עגלה'
11,1,'דגן'
11,0,'שליח'
11,0,'מכולת'
11,0,'כובע'
11,1,'עציץ'
11,0,'חליל'
11,0,'מחק'
14,1,'דגן'
14,1,'כובע'
14,1,'מלתחה'
14,0,'מקלדת'
14,1,'ארון'
14,0,'דגל'
14,0,'מדבקה'
14,0,'עציץ'
14,0,'קלסר'
14,0,'מחק'
14,1,'תירס'
14,0,'בלון'
14,0,'חמאה'
14,0,'מדרכה'
14,0,'עגלה'
14,0,'דפדפת'
14,0,'שמפו'
14,0,'רמקול'
14,0,'מכולת'
14,1,'מכתבה'
14,1,'מדשאה'
14,0,'חליל'
14,0,'שלט'
14,0,'שדכן'
14,0,'שליח'
14,0,'דיג'
14,0,'מכנס'
14,1,'כיסא'
14,0,'ביצה'
14,0,'כתר'
14,0,'מכללה'
14,0,'גבעה'
15,1,'מקלדת'
15,0,'מדרכה'
15,1,'קלסר'
15,1,'גבעה'
15,0,'עגלה'
15,0,'מכולת'
15,0,'כתר'
15,0,'ארון'
15,0,'מלתחה'
15,0,'חמאה'
15,0,'שלט'
15,0,'שמפו'
15,0,'כובע'
15,0,'מחק'
15,0,'חליל'
15,1,'דפדפת'
15,1,'שליח'
15,1,'רמקול'
15,1,'מדשאה'
15,0,'מכתבה'
15,0,'מכללה'
15,1,'דגן'
15,1,'תירס'
15,0,'שדכן'
15,0,'בלון'
15,1,'דגל'
15,0,'עציץ'
15,1,'מכנס'
15,1,'ביצה'
15,0,'כיסא'
15,1,'דיג'
15,0,'מדבקה'
16,0,'דיג'
16,0,'מכנס'
16,0,'ביצה'
16,1,'מכתבה'
16,0,'מכולת'
16,0,'כובע'
16,0,'עציץ'
16,0,'דפדפת'
16,0,'מקלדת'
16,0,'חליל'
16,0,'מדרכה'
16,0,'דגן'
16,0,'קלסר'
16,0,'דגל'
16,0,'בלון'
16,0,'שליח'
16,0,'כתר'
16,1,'גבעה'
16,0,'מדשאה'
16,1,'ארון'
16,1,'שדכן'
16,1,'שלט'
16,0,'מכללה'
16,0,'רמקול'
16,0,'עגלה'
16,0,'מדבקה'
16,1,'כיסא'
16,0,'חמאה'
16,0,'מחק'
16,0,'מלתחה'
16,0,'תירס'
16,0,'שמפו'
17,1,'קלסר'
17,1,'חמאה'
17,1,'דגל'
17,1,'כתר'
17,1,'עגלה'
17,1,'מדרכה'
17,1,'מכתבה'
17,1,'שמפו'
17,1,'חליל'
17,1,'ארון'
17,1,'מחק'
17,1,'בלון'
17,1,'מדבקה'
17,1,'מדשאה'
17,1,'כיסא'
17,1,'מכללה'
17,1,'שדכן'
17,1,'ביצה'
17,1,'גבעה'
17,1,'דפדפת'
17,1,'דגן'
17,0,'מקלדת'
17,1,'דיג'
17,1,'תירס'
17,1,'שליח'
17,1,'כובע'
17,0,'מכנס'
17,1,'שלט'
17,1,'רמקול'
17,1,'עציץ'
17,1,'מלתחה'
17,1,'מכולת'
18,0,'ארון'
18,0,'רמקול'
18,0,'בלון'
18,0,'דיג'
18,0,'מכנס'
18,0,'קלסר'
18,0,'מדשאה'
18,0,'מכתבה'
18,0,'שמפו'
18,0,'תירס'
18,1,'מדבקה'
18,0,'דגל'
18,0,'שליח'
18,0,'מכללה'
18,1,'דגן'
18,0,'כובע'
18,1,'עגלה'
18,1,'חליל'
18,1,'מכולת'
18,0,'חמאה'
18,0,'כיסא'
18,1,'גבעה'
18,1,'שלט'
18,1,'כתר'
18,0,'שדכן'
18,0,'מלתחה'
18,1,'מקלדת'
18,0,'דפדפת'
18,1,'ביצה'
18,1,'מחק'
18,1,'עציץ'
18,1,'מדרכה'
19,1,'דיג'
19,1,'מכנס'
19,1,'מכתבה'
19,1,'שלט'
19,1,'רמקול'
19,1,'גבעה'
19,1,'עציץ'
19,1,'תירס'
19,0,'מדשאה'
19,0,'מקלדת'
19,1,'קלסר'
19,1,'ארון'
19,1,'מכולת'
19,1,'כיסא'
19,1,'דגן'
19,1,'שליח'
19,1,'מכללה'
19,1,'מחק'
19,1,'בלון'
19,0,'כובע'
19,1,'עגלה'
19,1,'מלתחה'
19,1,'שמפו'
19,1,'כתר'
19,0,'דפדפת'
19,0,'חליל'
19,0,'מדרכה'
19,0,'מדבקה'
19,1,'חמאה'
19,1,'דגל'
19,1,'ביצה'
19,1,'שדכן'
20,0,'כובע'
20,1,'חמאה'
20,0,'שדכן'
20,0,'ארון'
20,1,'תירס'
20,0,'דפדפת'
20,0,'שמפו'
20,0,'דגל'
20,0,'דגן'
20,0,'מכללה'
20,1,'מחק'
20,0,'עגלה'
20,0,'מדרכה'
20,0,'מכולת'
20,1,'מלתחה'
20,0,'גבעה'
20,1,'שליח'
20,0,'ביצה'
20,1,'שלט'
20,0,'חליל'
20,0,'מדבקה'
20,0,'עציץ'
20,0,'קלסר'
20,0,'דיג'
20,1,'מכתבה'
20,0,'כיסא'
20,0,'מדשאה'
20,0,'מכנס'
20,0,'בלון'
20,0,'כתר'
20,0,'מקלדת'
20,0,'רמקול'
21,0,'דפדפת'
21,0,'גבעה'
21,0,'חמאה'
21,0,'עגלה'
21,0,'מדבקה'
21,0,'מחק'
21,0,'רמקול'
21,0,'דגן'
21,0,'מכתבה'
21,0,'שלט'
21,1,'כיסא'
21,0,'עציץ'
21,0,'תירס'
21,1,'ארון'
21,0,'שדכן'
21,0,'מקלדת'
21,1,'חליל'
21,1,'מדשאה'
21,0,'ביצה'
21,0,'כתר'
21,0,'שמפו'
21,0,'שליח'
21,0,'כובע'
21,0,'מכנס'
21,0,'בלון'
21,0,'מדרכה'
21,0,'מכולת'
21,0,'דיג'
21,0,'קלסר'
21,1,'דגל'
21,0,'מכללה'
21,0,'מלתחה'
22,0,'מדרכה'
22,0,'חליל'
22,0,'גבעה'
22,0,'שלט'
22,0,'כובע'
22,0,'קלסר'
22,0,'עציץ'
22,0,'ביצה'
22,0,'עגלה'
22,0,'מלתחה'
22,0,'דיג'
22,0,'מדבקה'
22,0,'מדשאה'
22,0,'שליח'
22,0,'דגן'
22,0,'מכללה'
22,0,'דגל'
22,0,'מכולת'
22,0,'מחק'
22,0,'שדכן'
22,1,'ארון'
22,0,'מקלדת'
22,0,'דפדפת'
22,0,'חמאה'
22,0,'שמפו'
22,0,'רמקול'
22,0,'בלון'
22,0,'תירס'
22,1,'מכתבה'
22,0,'כתר'
22,0,'כיסא'
22,1,'מכנס'
23,1,'ארון'
23,0,'דגן'
23,0,'רמקול'
23,0,'מלתחה'
23,0,'דפדפת'
23,0,'כובע'
23,0,'מדבקה'
23,0,'עציץ'
23,0,'מכללה'
23,0,'עגלה'
23,0,'שדכן'
23,0,'שליח'
23,0,'שלט'
23,0,'גבעה'
23,0,'מחק'
23,0,'חליל'
23,1,'קלסר'
23,0,'כתר'
23,0,'מכנס'
23,0,'מדשאה'
23,0,'בלון'
23,1,'מקלדת'
23,0,'חמאה'
23,0,'דיג'
23,0,'שמפו'
23,0,'כיסא'
23,1,'תירס'
23,0,'מכתבה'
23,0,'ביצה'
23,0,'דגל'
23,0,'מדרכה'
23,0,'מכולת'
24,0,'רמקול'
24,1,'מכולת'
24,0,'כתר'
24,1,'תירס'
24,0,'עגלה'
24,1,'קלסר'
24,0,'מלתחה'
24,1,'שמפו'
24,0,'שליח'
24,0,'ארון'
24,0,'מדשאה'
24,0,'דיג'
24,0,'שלט'
24,0,'גבעה'
24,1,'מכללה'
24,0,'כיסא'
24,1,'דגן'
24,0,'בלון'
24,0,'דפדפת'
24,1,'מקלדת'
24,1,'כובע'
24,1,'מכנס'
24,0,'עציץ'
24,1,'ביצה'
24,1,'שדכן'
24,0,'חמאה'
24,0,'חליל'
24,1,'מחק'
24,0,'מדבקה'
24,0,'מדרכה'
24,0,'דגל'
24,0,'מכתבה'
25,1,'מכנס'
25,1,'מכולת'
25,0,'שליח'
25,0,'מחק'
25,0,'ביצה'
25,0,'כובע'
25,1,'מקלדת'
25,1,'דפדפת'
25,1,'תירס'
25,1,'רמקול'
25,1,'בלון'
25,0,'עציץ'
25,1,'דגן'
25,1,'קלסר'
25,0,'מכתבה'
25,0,'שלט'
25,1,'כיסא'
25,1,'חמאה'
25,1,'מכללה'
25,0,'דיג'
25,1,'שדכן'
25,1,'עגלה'
25,1,'מדבקה'
25,1,'מדרכה'
25,1,'כתר'
25,1,'ארון'
25,1,'חליל'
25,1,'מלתחה'
25,1,'שמפו'
25,0,'מדשאה'
25,1,'גבעה'
25,1,'דגל'
26,0,'כתר'
26,0,'עציץ'
26,1,'מלתחה'
26,0,'מדבקה'
26,1,'דיג'
26,1,'מכללה'
26,0,'שלט'
26,0,'קלסר'
26,0,'עגלה'
26,1,'בלון'
26,0,'מדרכה'
26,0,'דפדפת'
26,0,'כיסא'
26,0,'ביצה'
26,0,'תירס'
26,0,'חמאה'
26,1,'שמפו'
26,0,'גבעה'
26,0,'מכולת'
26,1,'שדכן'
26,1,'ארון'
26,1,'מקלדת'
26,0,'חליל'
26,0,'מחק'
26,1,'דגל'
26,0,'שליח'
26,0,'כובע'
26,0,'מכנס'
26,0,'מדשאה'
26,0,'מכתבה'
26,0,'רמקול'
26,1,'דגן'
27,1,'קלסר'
27,1,'מחק'
27,1,'שליח'
27,1,'שמפו'
27,1,'מדרכה'
27,1,'מכללה'
27,1,'חליל'
27,1,'מכולת'
27,0,'בלון'
27,0,'דפדפת'
27,1,'כיסא'
27,1,'דגל'
27,1,'כתר'
27,1,'מכתבה'
27,1,'מכנס'
27,0,'ביצה'
27,1,'עגלה'
27,1,'מדשאה'
27,1,'שלט'
27,1,'מדבקה'
27,1,'כובע'
27,1,'תירס'
27,1,'מלתחה'
27,0,'רמקול'
27,0,'עציץ'
27,1,'דגן'
27,1,'ארון'
27,1,'שדכן'
27,1,'דיג'
27,1,'חמאה'
27,0,'גבעה'
27,0,'מקלדת'
28,1,'כיסא'
28,0,'שליח'
28,0,'קלסר'
28,0,'כתר'
28,0,'מדרכה'
28,0,'ארון'
28,0,'דגל'
28,0,'גבעה'
28,0,'דיג'
28,0,'תירס'
28,0,'מכולת'
28,0,'מכללה'
28,0,'מדשאה'
28,0,'מכנס'
28,0,'מלתחה'
28,0,'שמפו'
28,1,'מכתבה'
28,0,'דפדפת'
28,0,'דגן'
28,0,'בלון'
28,1,'שלט'
28,0,'עגלה'
28,0,'מדבקה'
28,1,'עציץ'
28,0,'חליל'
28,0,'רמקול'
28,1,'מקלדת'
28,1,'שדכן'
28,0,'מחק'
28,0,'כובע'
28,0,'ביצה'
28,0,'חמאה'
29,0,'מכולת'
29,0,'גבעה'
29,0,'עגלה'
29,0,'כתר'
29,0,'ביצה'
29,1,'דפדפת'
29,0,'מכתבה'
29,0,'כיסא'
29,0,'תירס'
29,0,'דגל'
29,1,'שדכן'
29,1,'מחק'
29,0,'שמפו'
29,0,'רמקול'
29,1,'מכללה'
29,0,'חמאה'
29,0,'מדבקה'
29,0,'דגן'
29,1,'מדשאה'
29,1,'דיג'
29,0,'שלט'
29,0,'שליח'
29,1,'מקלדת'
29,1,'ארון'
29,0,'מכנס'
29,0,'כובע'
29,0,'מלתחה'
29,1,'קלסר'
29,0,'בלון'
29,0,'חליל'
29,0,'עציץ'
29,1,'מדרכה'
30,0,'מכללה'
30,0,'מחק'
30,0,'בלון'
30,0,'מכולת'
30,0,'תירס'
30,0,'מלתחה'
30,0,'רמקול'
30,1,'דגל'
30,1,'שליח'
30,0,'ביצה'
30,0,'כיסא'
30,0,'מדשאה'
30,0,'עגלה'
30,1,'שמפו'
30,0,'שדכן'
30,0,'דגן'
30,1,'מכתבה'
30,1,'כובע'
30,0,'דפדפת'
30,0,'כתר'
30,0,'חליל'
30,1,'מדרכה'
30,1,'חמאה'
30,0,'גבעה'
30,0,'דיג'
30,1,'מדבקה'
30,0,'מקלדת'
30,0,'עציץ'
30,0,'קלסר'
30,0,'ארון'
30,0,'שלט'
30,0,'מכנס'
31,0,'גבעה'
31,1,'מכנס'
31,0,'מלתחה'
31,1,'כתר'
31,0,'ביצה'
31,0,'כיסא'
31,1,'תירס'
31,0,'מכולת'
31,1,'שמפו'
31,0,'שלט'
31,0,'מקלדת'
31,0,'שליח'
31,1,'דפדפת'
31,1,'דיג'
31,0,'רמקול'
31,1,'קלסר'
31,1,'שדכן'
31,0,'עציץ'
31,0,'חליל'
31,1,'מדרכה'
31,0,'דגן'
31,0,'מכתבה'
31,0,'מכללה'
31,1,'ארון'
31,1,'עגלה'
31,0,'מחק'
31,0,'כובע'
31,0,'מדשאה'
31,0,'מדבקה'
31,0,'חמאה'
31,0,'דגל'
31,0,'בלון'
32,1,'מכללה'
32,1,'ארון'
32,0,'דגל'
32,1,'מכתבה'
32,0,'גבעה'
32,1,'מדבקה'
32,0,'מדרכה'
32,0,'עציץ'
32,1,'כיסא'
32,0,'חמאה'
32,1,'מדשאה'
32,0,'מכנס'
32,1,'מחק'
32,0,'דגן'
32,1,'קלסר'
32,0,'תירס'
32,1,'דיג'
32,0,'חליל'
32,0,'מכולת'
32,0,'בלון'
32,0,'כתר'
32,0,'מלתחה'
32,0,'שמפו'
32,1,'כובע'
32,0,'עגלה'
32,1,'ביצה'
32,0,'דפדפת'
32,0,'שליח'
32,0,'מקלדת'
32,0,'שדכן'
32,0,'שלט'
32,0,'רמקול'
33,0,'קלסר'
33,0,'מכנס'
33,1,'דיג'
33,0,'מדרכה'
33,1,'מכתבה'
33,0,'דגל'
33,1,'מקלדת'
33,0,'חמאה'
33,0,'דגן'
33,1,'כיסא'
33,0,'שמפו'
33,0,'ביצה'
33,0,'חליל'
33,1,'מדשאה'
33,0,'מכולת'
33,1,'בלון'
33,1,'שליח'
33,0,'תירס'
33,0,'שלט'
33,0,'ארון'
33,0,'גבעה'
33,0,'כתר'
33,0,'דפדפת'
33,0,'רמקול'
33,0,'מכללה'
33,0,'עציץ'
33,0,'מלתחה'
33,0,'מדבקה'
33,0,'כובע'
33,0,'מחק'
33,0,'שדכן'
33,0,'עגלה'
34,1,'מדשאה'
34,1,'בלון'
34,1,'מקלדת'
34,0,'ביצה'
34,0,'דגל'
34,0,'מלתחה'
34,0,'כתר'
34,1,'חמאה'
34,0,'דיג'
34,0,'שדכן'
34,0,'מכולת'
34,0,'כובע'
34,1,'תירס'
34,0,'עגלה'
34,0,'שמפו'
34,1,'מדרכה'
34,0,'דפדפת'
34,1,'קלסר'
34,0,'שלט'
34,0,'חליל'
34,1,'מכללה'
34,1,'ארון'
34,0,'מכתבה'
34,0,'שליח'
34,0,'עציץ'
34,1,'דגן'
34,0,'גבעה'
34,0,'מדבקה'
34,1,'כיסא'
34,0,'רמקול'
34,1,'מחק'
34,0,'מכנס'
35,1,'מכולת'
35,1,'דיג'
35,1,'שליח'
35,1,'מכתבה'
35,0,'מכללה'
35,0,'כובע'
35,1,'ביצה'
35,1,'תירס'
35,1,'עגלה'
35,1,'שמפו'
35,0,'רמקול'
35,1,'דגן'
35,1,'דגל'
35,1,'קלסר'
35,1,'מדשאה'
35,1,'גבעה'
35,1,'מדרכה'
35,0,'מכנס'
35,1,'עציץ'
35,1,'מדבקה'
35,1,'חליל'
35,1,'מלתחה'
35,1,'חמאה'
35,1,'כתר'
35,1,'שדכן'
35,0,'דפדפת'
35,0,'שלט'
35,1,'מקלדת'
35,0,'מחק'
35,0,'כיסא'
35,1,'ארון'
35,0,'בלון'
36,1,'מחק'
36,0,'כיסא'
36,1,'מדשאה'
36,1,'שדכן'
36,0,'שלט'
36,0,'מכנס'
36,0,'כתר'
36,0,'רמקול'
36,0,'חליל'
36,0,'מכולת'
36,0,'ארון'
36,0,'מלתחה'
36,0,'עציץ'
36,1,'מכללה'
36,0,'חמאה'
36,0,'בלון'
36,1,'דגן'
36,1,'קלסר'
36,0,'גבעה'
36,0,'עגלה'
36,0,'מכתבה'
36,0,'שמפו'
36,0,'כובע'
36,0,'תירס'
36,0,'דפדפת'
36,1,'מדבקה'
36,0,'דגל'
36,0,'שליח'
36,0,'ביצה'
36,0,'מדרכה'
36,0,'דיג'
36,0,'מקלדת'
37,1,'מכללה'
37,1,'ביצה'
37,1,'דיג'
37,1,'מלתחה'
37,0,'דפדפת'
37,1,'חליל'
37,1,'כתר'
37,0,'שליח'
37,0,'עגלה'
37,1,'כיסא'
37,0,'מדרכה'
37,0,'מכולת'
37,1,'קלסר'
37,0,'עציץ'
37,0,'דגל'
37,0,'בלון'
37,1,'מדשאה'
37,0,'מחק'
37,1,'ארון'
37,0,'דגן'
37,0,'שלט'
37,0,'תירס'
37,0,'מכתבה'
37,0,'רמקול'
37,0,'מקלדת'
37,0,'שמפו'
37,0,'כובע'
37,0,'גבעה'
37,0,'שדכן'
37,0,'מכנס'
37,0,'חמאה'
37,0,'מדבקה'
38,0,'חמאה'
38,0,'דגל'
38,1,'מלתחה'
38,1,'מדשאה'
38,0,'רמקול'
38,0,'עציץ'
38,0,'קלסר'
38,0,'בלון'
38,0,'כיסא'
38,0,'דגן'
38,0,'מכולת'
38,0,'מקלדת'
38,0,'ביצה'
38,0,'חליל'
38,0,'דיג'
38,0,'עגלה'
38,0,'ארון'
38,1,'כובע'
38,0,'גבעה'
38,0,'מדבקה'
38,0,'מכנס'
38,0,'כתר'
38,0,'מכללה'
38,0,'תירס'
38,0,'שמפו'
38,0,'מדרכה'
38,0,'שדכן'
38,0,'מחק'
38,0,'שליח'
38,0,'מכתבה'
38,0,'דפדפת'
38,0,'שלט'
39,0,'מכולת'
39,1,'ביצה'
39,1,'מדרכה'
39,0,'שלט'
39,1,'כיסא'
39,0,'גבעה'
39,1,'מכתבה'
39,0,'חמאה'
39,0,'מכנס'
39,0,'מדשאה'
39,0,'קלסר'
39,0,'דגן'
39,1,'מחק'
39,0,'חליל'
39,0,'מכללה'
39,0,'שמפו'
39,1,'דגל'
39,0,'בלון'
39,0,'שדכן'
39,1,'מדבקה'
39,1,'דפדפת'
39,0,'כובע'
39,0,'תירס'
39,0,'עגלה'
39,0,'רמקול'
39,0,'כתר'
39,0,'דיג'
39,0,'מלתחה'
39,0,'שליח'
39,0,'מקלדת'
39,0,'ארון'
39,0,'עציץ'
40,0,'מכתבה'
40,1,'מדרכה'
40,1,'חמאה'
40,1,'שלט'
40,1,'דפדפת'
40,0,'קלסר'
40,1,'חליל'
40,1,'דיג'
40,1,'מכולת'
40,0,'דגן'
40,1,'שמפו'
40,0,'מכללה'
40,0,'עגלה'
40,0,'כובע'
40,0,'ארון'
40,0,'בלון'
40,1,'מדשאה'
40,1,'דגל'
40,0,'שליח'
40,1,'גבעה'
40,1,'מחק'
40,1,'תירס'
40,1,'מקלדת'
40,0,'ביצה'
40,0,'רמקול'
40,0,'מדבקה'
40,1,'מלתחה'
40,0,'כיסא'
40,1,'שדכן'
40,1,'מכנס'
40,1,'כתר'
40,0,'עציץ'
41,1,'שמפו'
41,1,'מקלדת'
41,0,'ביצה'
41,1,'מלתחה'
41,1,'קלסר'
41,1,'כובע'
41,1,'דגל'
41,1,'כתר'
41,1,'מדבקה'
41,1,'בלון'
41,1,'תירס'
41,1,'דפדפת'
41,1,'עגלה'
41,1,'רמקול'
41,1,'שליח'
41,1,'מחק'
41,0,'כיסא'
41,1,'שדכן'
41,0,'מכתבה'
41,1,'שלט'
41,1,'ארון'
41,1,'מכנס'
41,1,'חליל'
41,1,'גבעה'
41,1,'דגן'
41,1,'מכולת'
41,0,'דיג'
41,1,'חמאה'
41,1,'מדשאה'
41,1,'עציץ'
41,0,'מדרכה'
41,1,'מכללה'
43,0,'שליח'
43,1,'מחק'
43,0,'גבעה'
43,0,'שלט'
43,1,'דפדפת'
43,0,'כתר'
43,1,'מכללה'
43,1,'תירס'
43,1,'ביצה'
43,0,'מכולת'
43,0,'עציץ'
43,0,'מכנס'
43,1,'שדכן'
43,0,'מלתחה'
43,0,'רמקול'
43,0,'כיסא'
43,1,'שמפו'
43,0,'ארון'
43,0,'חליל'
43,0,'מדשאה'
43,1,'מדבקה'
43,0,'מקלדת'
43,0,'דגן'
43,0,'דיג'
43,0,'עגלה'
43,0,'דגל'
43,0,'חמאה'
43,1,'כובע'
43,0,'מכתבה'
43,0,'בלון'
43,0,'מדרכה'
43,1,'קלסר'
44,1,'בלון'
44,1,'שמפו'
44,0,'מכולת'
44,0,'דפדפת'
44,1,'כתר'
44,0,'כובע'
44,0,'מלתחה'
44,1,'ביצה'
44,0,'חמאה'
44,0,'מחק'
44,1,'תירס'
44,1,'דגל'
44,0,'מכנס'
44,0,'שדכן'
44,0,'מקלדת'
44,0,'מדרכה'
44,1,'מכתבה'
44,0,'מכללה'
44,0,'מדבקה'
44,0,'שליח'
44,0,'מדשאה'
44,0,'גבעה'
44,0,'דיג'
44,0,'שלט'
44,0,'קלסר'
44,0,'עציץ'
44,0,'דגן'
44,0,'עגלה'
44,0,'כיסא'
44,0,'רמקול'
44,0,'חליל'
44,0,'ארון'
45,0,'מכולת'
45,0,'שדכן'
45,0,'מדשאה'
45,0,'דיג'
45,0,'כובע'
45,0,'שמפו'
45,0,'שליח'
45,0,'ארון'
45,0,'בלון'
45,0,'דגן'
45,0,'מלתחה'
45,0,'עגלה'
45,0,'דגל'
45,0,'מקלדת'
45,1,'תירס'
45,0,'רמקול'
45,1,'עציץ'
45,1,'מדבקה'
45,1,'כתר'
45,1,'מכללה'
45,0,'גבעה'
45,0,'חליל'
45,1,'מדרכה'
45,0,'דפדפת'
45,0,'חמאה'
45,0,'מחק'
45,0,'מכתבה'
45,0,'כיסא'
45,0,'מכנס'
45,0,'ביצה'
45,0,'קלסר'
45,0,'שלט'
